@relation 'whatever-weka.filters.unsupervised.attribute.Remove-R2-3,8-9,11,13-14'

@attribute label {0,1}
@attribute w2v_max_sim numeric
@attribute quad_ppl numeric
@attribute pos-quad_ppl numeric
@attribute pos-tri_ppl numeric
@attribute w2v_cont_avg numeric
@attribute tri_ppl numeric

@data
0,-0.262815,-0.461925,0.802628,0.758013,-0.981317,-0.646825
1,-0.05886,-1.302173,0.360153,0.736185,0.789344,-0.950547
1,0.001017,-0.852467,0.149451,0.168646,0.279109,-0.569926
0,-0.465025,-0.511279,1.582225,1.172753,-0.929983,-0.672458
0,-0.348912,-0.118898,-0.693357,-0.813632,-0.70949,-0.335055
0,-0.458841,-0.508827,0.00196,-0.15878,-0.713063,-0.714783
0,1.258205,0.240683,2.04577,1.740292,-0.794992,-0.154432
0,-0.312724,-0.167026,0.402294,0.190475,-0.821663,-0.535947
1,-0.478182,-0.868101,1.898279,2.067718,0.999794,-0.577079
1,-0.501279,0.315481,-0.356234,-0.115123,-0.155894,0.503385
0,0.250274,-0.263282,-0.398375,-0.70449,-0.734285,-0.601818
1,-0.550743,1.425798,-1.536166,-1.272029,0.549679,1.670286
0,-0.404125,-0.145874,-0.798709,-0.988259,-0.325999,-0.318662
0,-0.592618,0.383841,0.128381,-0.15878,-1.286094,0.191615
1,-0.365747,0.868493,-2.020781,-1.883224,1.651265,1.008595
1,1.113274,1.387479,1.392594,1.543836,1.77303,1.595175
1,-0.781339,-1.47292,0.0441,0.627043,0.475264,-1.116268
1,-1.007506,1.228381,0.0441,-0.027809,0.008002,1.438098
1,-0.120109,-0.522621,-1.873289,-1.905052,0.622929,-0.271271
0,0.033457,-0.184192,0.402294,0.365102,-0.336637,-0.413147
0,-0.289656,-0.140356,0.107311,-0.180608,-0.630053,-0.289154
0,-0.398069,-0.717586,0.697277,0.430587,-0.570604,-0.875436
0,-0.727931,-0.136371,0.381223,0.212303,-1.245911,-0.467394
1,0.711848,-0.348502,1.139751,1.281895,0.518006,-0.084984
0,3.924714,-0.194002,0.971189,0.910812,-0.101337,-0.580358
1,-1.279196,2.147412,-0.082321,0.343274,-0.282567,2.350159
1,-0.895791,-1.637843,-0.609077,-0.224265,0.399634,-1.301661
1,1.677203,2.611525,3.288913,3.617534,3.378175,2.579366
0,-1.056474,-0.863196,-0.96727,-1.533969,-1.058071,-0.910309
0,0.227669,-0.294856,0.212662,0.037676,-0.411729,-0.510612
0,-0.075871,-0.375172,0.697277,0.430587,-0.763867,-0.434011
1,-1.025787,-0.765101,-0.798709,-0.813632,-0.457545,-0.491238
0,-0.542891,-0.590062,-0.882989,-1.315685,-0.890363,-0.759789
0,-0.858916,-0.554196,-0.293023,-0.486206,-0.979394,-0.755319
1,0.203799,-1.527792,-0.545866,-0.202437,1.913964,-1.22804
0,0.301628,-0.090389,-0.503726,-0.529863,-0.690619,-0.349362
0,-0.43499,0.156995,0.718347,0.496072,-1.156487,-0.322835
1,-0.406311,2.074147,1.771857,1.76212,0.712833,2.390397
0,-0.290006,-0.517104,0.655136,0.38693,-1.003882,-0.712994
0,-1.29847,0.584017,1.05547,0.6707,-0.776554,0.354355
1,-1.070693,-0.35494,0.402294,0.605214,0.853625,-0.356814
0,-0.627956,-0.740271,-0.419445,-0.486206,-0.962513,-0.859937
0,0.07417,0.008933,1.266172,1.281895,-0.951061,-0.264713
0,-0.209836,0.093847,0.00196,0.015847,-0.311652,-0.131183
1,0.220677,-0.830396,-0.714428,-0.617176,1.316846,-0.572906
1,3.913573,-0.171931,-2.126132,-2.101508,0.373888,0.118591
1,0.077941,-0.236306,-0.819779,-0.639005,0.91341,0.020827
